id,item_id,weights
HOBBIES_1_077_CA_1_validation,1511,4.290615723606167e-05
HOBBIES_1_078_CA_1_validation,1512,0.0001568441220988429
HOBBIES_1_079_CA_1_validation,1513,3.363765890015329e-05
HOBBIES_1_080_CA_1_validation,1514,3.3456237516491305e-06
HOBBIES_1_081_CA_1_validation,1515,9.032650537147765e-05
HOBBIES_1_082_CA_1_validation,1516,3.025468368716199e-06
HOBBIES_1_083_CA_1_validation,1517,9.769007917893504e-05
HOBBIES_1_084_CA_1_validation,1518,4.099589678456182e-05
HOBBIES_1_085_CA_1_validation,1519,0.00017279853201500076
HOBBIES_1_086_CA_1_validation,1520,7.115986977989282e-05
HOBBIES_1_087_CA_1_validation,1521,1.374533777392051e-05
HOBBIES_1_088_CA_1_validation,1522,8.22799334137633e-06
HOBBIES_1_089_CA_1_validation,1523,0.00011907645875885488
HOBBIES_1_090_CA_1_validation,1524,4.206841731738714e-05
HOBBIES_1_091_CA_1_validation,1525,1.0458409175809084e-05
HOBBIES_1_092_CA_1_validation,1526,6.349748428169801e-07
HOBBIES_1_093_CA_1_validation,1527,3.725808268881986e-05
HOBBIES_1_094_CA_1_validation,1528,3.4603460972000975e-06
HOBBIES_1_095_CA_1_validation,1529,0.0
HOBBIES_1_097_CA_1_validation,1530,7.918509804541165e-06
HOBBIES_1_098_CA_1_validation,1531,7.459620422337294e-05
HOBBIES_1_099_CA_1_validation,1532,8.578563485687888e-05
HOBBIES_1_100_CA_1_validation,1533,6.31986725909606e-05
HOBBIES_1_102_CA_1_validation,1534,3.985934517514993e-06
HOBBIES_1_103_CA_1_validation,1535,1.6061128377135376e-05
HOBBIES_1_104_CA_1_validation,1536,5.757994562048766e-05
HOBBIES_1_105_CA_1_validation,1537,1.603978468493985e-05
HOBBIES_1_106_CA_1_validation,1538,1.0970657788501772e-05
HOBBIES_1_107_CA_1_validation,1539,8.494789493820439e-06
HOBBIES_1_108_CA_1_validation,1540,8.311233740938891e-05
HOBBIES_1_109_CA_1_validation,1541,3.592143396507487e-05
HOBBIES_1_110_CA_1_validation,1542,3.916567517879524e-06
HOBBIES_1_111_CA_1_validation,1543,8.56949241650479e-06
HOBBIES_1_112_CA_1_validation,1544,2.1770566039439315e-06
HOBBIES_1_113_CA_1_validation,1545,1.960951720464203e-06
HOBBIES_1_114_CA_1_validation,1546,3.1855460601826644e-06
HOBBIES_1_115_CA_1_validation,1547,2.1770566039439315e-06
HOBBIES_1_116_CA_1_validation,1548,4.315427765783467e-05
HOBBIES_1_117_CA_1_validation,1549,1.0148925638973915e-05
HOBBIES_1_118_CA_1_validation,1550,2.670095893660645e-05
HOBBIES_1_119_CA_1_validation,1551,9.916812986347542e-06
HOBBIES_1_120_CA_1_validation,1552,7.323554384590799e-05
HOBBIES_1_121_CA_1_validation,1553,2.689305216636622e-06
HOBBIES_1_122_CA_1_validation,1554,1.888916759304294e-05
HOBBIES_1_123_CA_1_validation,1555,5.5354865709103795e-05
HOBBIES_1_124_CA_1_validation,1556,5.2649552723320526e-05
HOBBIES_1_125_CA_1_validation,1557,4.6942783022541025e-05
HOBBIES_1_126_CA_1_validation,1558,0.0001022362856165827
HOBBIES_1_127_CA_1_validation,1559,5.85884350767264e-06
HOBBIES_1_128_CA_1_validation,1560,1.8718418055478703e-05
HOBBIES_1_129_CA_1_validation,1561,3.124716537425407e-05
HOBBIES_1_130_CA_1_validation,1562,2.40356653736898e-05
HOBBIES_1_131_CA_1_validation,1563,2.9027421385919087e-06
HOBBIES_1_132_CA_1_validation,1564,5.3092434336377735e-05
HOBBIES_1_133_CA_1_validation,1565,6.872668886960255e-06
HOBBIES_1_134_CA_1_validation,1566,0.00012493263430500307
HOBBIES_1_135_CA_1_validation,1567,3.8061139107676625e-05
HOBBIES_1_136_CA_1_validation,1568,2.6039304478545065e-06
HOBBIES_1_137_CA_1_validation,1569,8.624986016213165e-05
HOBBIES_1_138_CA_1_validation,1570,1.5687613763713625e-06
HOBBIES_1_139_CA_1_validation,1571,1.8275536442421493e-05
HOBBIES_1_140_CA_1_validation,1572,5.0797987425358414e-06
HOBBIES_1_141_CA_1_validation,1573,0.00021632899224778159
HOBBIES_1_142_CA_1_validation,1574,6.771286349031492e-06
HOBBIES_1_143_CA_1_validation,1575,1.169901128467419e-05
HOBBIES_1_144_CA_1_validation,1576,7.824597558880834e-05
HOBBIES_1_145_CA_1_validation,1577,1.1269469479239176e-05
HOBBIES_1_146_CA_1_validation,1578,2.333932741581068e-05
HOBBIES_1_147_CA_1_validation,1579,0.0005825307231310415
HOBBIES_1_148_CA_1_validation,1580,4.947467850923561e-05
HOBBIES_1_149_CA_1_validation,1581,0.0
HOBBIES_1_150_CA_1_validation,1582,1.1333500555825762e-05
HOBBIES_1_151_CA_1_validation,1583,3.794374880060122e-05
HOBBIES_1_152_CA_1_validation,1584,2.2042698114932308e-05
HOBBIES_1_153_CA_1_validation,1585,7.489501591411033e-05
HOBBIES_1_154_CA_1_validation,1586,3.534515427579559e-05
HOBBIES_1_155_CA_1_validation,1587,0.00044054981468486
HOBBIES_1_156_CA_1_validation,1588,1.794470921339079e-05
HOBBIES_1_157_CA_1_validation,1589,8.727435738751699e-05
HOBBIES_1_158_CA_1_validation,1590,0.000668276338565054
HOBBIES_1_159_CA_1_validation,1591,4.581423529770244e-05
HOBBIES_1_160_CA_1_validation,1592,7.45161653776397e-05
HOBBIES_1_161_CA_1_validation,1593,7.283534961724181e-06
HOBBIES_1_162_CA_1_validation,1594,2.1236973734551097e-06
HOBBIES_1_163_CA_1_validation,1595,2.0105758048188075e-05
HOBBIES_1_164_CA_1_validation,1596,8.615381354725177e-05
HOBBIES_1_165_CA_1_validation,1597,1.0607815021177783e-05
HOBBIES_1_166_CA_1_validation,1598,0.00018904641769884698
HOBBIES_1_167_CA_1_validation,1599,4.716955975211851e-06
HOBBIES_1_168_CA_1_validation,1600,1.6752130411965618e-05
HOBBIES_1_169_CA_1_validation,1601,2.5092178137368476e-05
HOBBIES_1_170_CA_1_validation,1602,3.835461487536515e-05
HOBBIES_1_171_CA_1_validation,1603,7.683729190390347e-06
HOBBIES_1_172_CA_1_validation,1604,2.146641842565303e-05
HOBBIES_1_173_CA_1_validation,1605,6.146182963854946e-05
HOBBIES_1_174_CA_1_validation,1606,0.0
HOBBIES_1_175_CA_1_validation,1607,5.255884203148952e-07
HOBBIES_1_176_CA_1_validation,1608,1.74324606006981e-05
HOBBIES_1_177_CA_1_validation,1609,3.1674039218164654e-05
HOBBIES_1_178_CA_1_validation,1610,1.9977695895014897e-05
HOBBIES_1_179_CA_1_validation,1611,6.964980355705919e-05
HOBBIES_1_180_CA_1_validation,1612,7.462821976166625e-05
HOBBIES_1_181_CA_1_validation,1613,3.1535305218893715e-06
HOBBIES_1_183_CA_1_validation,1614,6.3870998895119765e-06
HOBBIES_1_184_CA_1_validation,1615,1.3531900851965222e-05
HOBBIES_1_185_CA_1_validation,1616,1.7288390678378284e-05
HOBBIES_1_186_CA_1_validation,1617,0.00015715360563567816
HOBBIES_1_187_CA_1_validation,1618,4.8556899744827885e-05
HOBBIES_1_188_CA_1_validation,1619,3.092700999132114e-05
HOBBIES_1_189_CA_1_validation,1620,4.6102375142342084e-05
HOBBIES_1_190_CA_1_validation,1621,7.97987291960331e-06
HOBBIES_1_191_CA_1_validation,1622,1.675213041196562e-05
HOBBIES_1_192_CA_1_validation,1623,1.8889167593042936e-06
HOBBIES_1_193_CA_1_validation,1624,0.00010061149704819803
HOBBIES_1_194_CA_1_validation,1625,3.150328968060042e-05
HOBBIES_1_195_CA_1_validation,1626,7.222705438966925e-05
HOBBIES_1_197_CA_1_validation,1627,6.8513251947647256e-06
HOBBIES_1_198_CA_1_validation,1628,3.800777987718781e-05
HOBBIES_1_199_CA_1_validation,1629,9.556638180547993e-06
HOBBIES_1_200_CA_1_validation,1630,3.153530521889371e-05
HOBBIES_1_201_CA_1_validation,1631,3.988602479039433e-05
HOBBIES_1_202_CA_1_validation,1632,9.916812986347542e-06
HOBBIES_1_203_CA_1_validation,1633,4.501918276341899e-05
HOBBIES_1_204_CA_1_validation,1634,4.149213762810787e-05
HOBBIES_1_205_CA_1_validation,1635,7.843806881856812e-06
HOBBIES_1_206_CA_1_validation,1636,3.48329056631029e-05
HOBBIES_1_207_CA_1_validation,1637,4.4501598227677425e-06
HOBBIES_1_208_CA_1_validation,1638,4.5814235297702436e-05
HOBBIES_1_209_CA_1_validation,1639,1.8675730671087643e-05
HOBBIES_1_210_CA_1_validation,1640,0.0
HOBBIES_1_211_CA_1_validation,1641,5.0371113581447825e-05
HOBBIES_1_212_CA_1_validation,1642,3.985934517514993e-06
HOBBIES_1_213_CA_1_validation,1643,6.0045142069071214e-05
HOBBIES_1_214_CA_1_validation,1644,1.58156759168868e-05
HOBBIES_1_215_CA_1_validation,1645,0.00011131802664578015
HOBBIES_1_216_CA_1_validation,1646,9.444583796521468e-07
HOBBIES_1_217_CA_1_validation,1647,6.480478542867414e-06
HOBBIES_1_218_CA_1_validation,1648,1.1290813171434704e-05
HOBBIES_1_219_CA_1_validation,1649,4.178027747274751e-06
HOBBIES_1_220_CA_1_validation,1650,1.3243761007325582e-05
HOBBIES_1_221_CA_1_validation,1651,4.754307436554027e-06
HOBBIES_1_223_CA_1_validation,1652,3.884551979586233e-06
HOBBIES_1_224_CA_1_validation,1653,7.414265076421796e-06
HOBBIES_1_225_CA_1_validation,1654,5.59338133599075e-05
HOBBIES_1_226_CA_1_validation,1655,0.00013054335739090268
HOBBIES_1_227_CA_1_validation,1656,2.102353681259581e-06
HOBBIES_1_228_CA_1_validation,1657,6.598402442247713e-05
HOBBIES_1_229_CA_1_validation,1658,8.630855531566935e-06
HOBBIES_1_230_CA_1_validation,1659,1.1952467629496097e-06
HOBBIES_1_231_CA_1_validation,1660,2.1994674807492362e-05
HOBBIES_1_232_CA_1_validation,1661,4.994423973753726e-06
HOBBIES_1_233_CA_1_validation,1662,1.6247885683846253e-05
HOBBIES_1_234_CA_1_validation,1663,7.0434184245244855e-06
HOBBIES_1_235_CA_1_validation,1664,4.8482196822143545e-05
HOBBIES_1_236_CA_1_validation,1665,0.0
HOBBIES_1_237_CA_1_validation,1666,3.8322599337071864e-05
HOBBIES_1_238_CA_1_validation,1667,1.901722974621611e-05
HOBBIES_1_239_CA_1_validation,1668,3.1695382910360184e-06
HOBBIES_1_240_CA_1_validation,1669,2.6124679247327176e-05
HOBBIES_1_241_CA_1_validation,1670,0.0006011504266101161
HOBBIES_1_242_CA_1_validation,1671,2.225079911383872e-05
HOBBIES_1_243_CA_1_validation,1672,1.4812522383696948e-05
HOBBIES_1_244_CA_1_validation,1673,1.101334517289283e-05
HOBBIES_1_245_CA_1_validation,1674,7.955861265883337e-06
HOBBIES_1_246_CA_1_validation,1675,5.85884350767264e-06
HOBBIES_1_247_CA_1_validation,1676,0.000175637243077006
HOBBIES_1_248_CA_1_validation,1677,6.520497965734031e-06
HOBBIES_1_249_CA_1_validation,1678,3.5153061046035835e-05
HOBBIES_1_250_CA_1_validation,1679,5.207860895709013e-06
HOBBIES_1_251_CA_1_validation,1680,5.9127363304663505e-05
HOBBIES_1_252_CA_1_validation,1681,4.716955975211851e-06
HOBBIES_1_253_CA_1_validation,1682,1.2784871625121717e-05
HOBBIES_1_254_CA_1_validation,1683,4.05263355562602e-05
HOBBIES_1_255_CA_1_validation,1684,6.52049796573403e-06
HOBBIES_1_256_CA_1_validation,1685,1.6263893452992898e-05
HOBBIES_1_257_CA_1_validation,1686,2.237085738243856e-05
HOBBIES_1_258_CA_1_validation,1687,0.00011000005365270624
HOBBIES_1_259_CA_1_validation,1688,2.3291304108370734e-06
HOBBIES_1_260_CA_1_validation,1689,0.0
HOBBIES_1_261_CA_1_validation,1690,3.3168097671851664e-05
HOBBIES_1_262_CA_1_validation,1691,3.833327118316962e-05
HOBBIES_1_263_CA_1_validation,1692,7.955861265883338e-06
HOBBIES_1_264_CA_1_validation,1693,1.3118366815676851e-05
HOBBIES_1_265_CA_1_validation,1694,9.532626526828025e-06
HOBBIES_1_266_CA_1_validation,1695,4.019550832722951e-05
HOBBIES_1_267_CA_1_validation,1696,3.841864595195173e-06
HOBBIES_1_268_CA_1_validation,1697,4.661462375503475e-05
HOBBIES_1_269_CA_1_validation,1698,9.388556604508204e-06
HOBBIES_1_270_CA_1_validation,1699,2.2133408806763303e-05
HOBBIES_1_271_CA_1_validation,1700,1.2315310396820083e-05
HOBBIES_1_272_CA_1_validation,1701,9.007038106513129e-06
HOBBIES_1_273_CA_1_validation,1702,1.6914876064956528e-05
HOBBIES_1_274_CA_1_validation,1703,5.2718919722956e-06
HOBBIES_1_275_CA_1_validation,1704,6.872668886960255e-06
HOBBIES_1_276_CA_1_validation,1705,3.1935499447559894e-05
HOBBIES_1_277_CA_1_validation,1706,8.027896227043247e-06
HOBBIES_1_278_CA_1_validation,1707,1.596774972377994e-05
HOBBIES_1_279_CA_1_validation,1708,2.7229215318445795e-05
HOBBIES_1_280_CA_1_validation,1709,5.8588435076726384e-05
HOBBIES_1_281_CA_1_validation,1710,1.8099450981808373e-05
HOBBIES_1_282_CA_1_validation,1711,4.3535796155829735e-05
HOBBIES_1_283_CA_1_validation,1712,4.101190455370848e-05
HOBBIES_1_284_CA_1_validation,1713,9.113756567490772e-06
HOBBIES_1_285_CA_1_validation,1714,1.4513710692959545e-05
HOBBIES_1_286_CA_1_validation,1715,2.1850604885172552e-05
HOBBIES_1_287_CA_1_validation,1716,4.149213762810787e-05
HOBBIES_1_288_CA_1_validation,1717,3.4672827971636425e-05
HOBBIES_1_289_CA_1_validation,1718,6.629884388236116e-06
HOBBIES_1_290_CA_1_validation,1719,7.697068998012552e-06
HOBBIES_1_292_CA_1_validation,1720,2.457726156315134e-05
HOBBIES_1_293_CA_1_validation,1721,1.2763527932926189e-05
HOBBIES_1_294_CA_1_validation,1722,4.140676285932576e-06
HOBBIES_1_295_CA_1_validation,1723,2.3179249724344213e-05
HOBBIES_1_296_CA_1_validation,1724,2.7565378470525364e-05
HOBBIES_1_297_CA_1_validation,1725,0.00019636196819886452
HOBBIES_1_298_CA_1_validation,1726,4.204707362519161e-05
HOBBIES_1_299_CA_1_validation,1727,2.71064890883215e-06
HOBBIES_1_300_CA_1_validation,1728,8.385403071318352e-05
HOBBIES_1_301_CA_1_validation,1729,4.661462375503477e-05
HOBBIES_1_302_CA_1_validation,1730,0.0
HOBBIES_1_303_CA_1_validation,1731,9.135100259686302e-06
HOBBIES_1_304_CA_1_validation,1732,6.371092120365329e-06
HOBBIES_1_305_CA_1_validation,1733,9.188459490175124e-06
HOBBIES_1_306_CA_1_validation,1734,4.8487532745192415e-05
HOBBIES_1_307_CA_1_validation,1735,4.2367229008124555e-06
HOBBIES_1_308_CA_1_validation,1736,3.9939384020883166e-05
HOBBIES_1_309_CA_1_validation,1737,3.141791491181831e-05
HOBBIES_1_310_CA_1_validation,1738,2.5943257863665183e-05
HOBBIES_1_311_CA_1_validation,1739,2.878196892567051e-05
HOBBIES_1_312_CA_1_validation,1740,1.3534568813489667e-05
HOBBIES_1_313_CA_1_validation,1741,1.3782689235262684e-05
HOBBIES_1_314_CA_1_validation,1742,4.2367229008124555e-06
HOBBIES_1_315_CA_1_validation,1743,2.651953755294446e-06
HOBBIES_1_316_CA_1_validation,1744,1.0031535331898509e-06
HOBBIES_1_317_CA_1_validation,1745,4.896776581959181e-05
HOBBIES_1_318_CA_1_validation,1746,1.479117869150142e-05
HOBBIES_1_319_CA_1_validation,1747,1.5879706993473383e-05
HOBBIES_1_320_CA_1_validation,1748,3.107641583668985e-05
HOBBIES_1_321_CA_1_validation,1749,4.2772759159839596e-05
HOBBIES_1_322_CA_1_validation,1750,4.2367229008124555e-06
HOBBIES_1_323_CA_1_validation,1751,5.5920473552285316e-05
HOBBIES_1_324_CA_1_validation,1752,0.0001727985320150008
HOBBIES_1_325_CA_1_validation,1753,1.2027170552180445e-05
HOBBIES_1_326_CA_1_validation,1754,8.409414725038323e-06
HOBBIES_1_327_CA_1_validation,1755,3.5740012581412874e-05
HOBBIES_1_328_CA_1_validation,1756,2.51001820219418e-05
HOBBIES_1_329_CA_1_validation,1757,4.1308048282921435e-05
HOBBIES_1_330_CA_1_validation,1758,4.835413466897035e-05
HOBBIES_1_331_CA_1_validation,1759,1.5047302997847761e-06
HOBBIES_1_332_CA_1_validation,1760,3.994471994393204e-05
HOBBIES_1_333_CA_1_validation,1761,9.281838143530562e-06
HOBBIES_1_334_CA_1_validation,1762,2.871793784908393e-05
HOBBIES_1_335_CA_1_validation,1763,0.0
HOBBIES_1_336_CA_1_validation,1764,5.015767665949254e-07
HOBBIES_1_337_CA_1_validation,1765,8.616448539334951e-05
HOBBIES_1_338_CA_1_validation,1766,6.947905401949494e-05
HOBBIES_1_339_CA_1_validation,1767,0.0001554194306447914
HOBBIES_1_340_CA_1_validation,1768,2.7677432854551897e-05
HOBBIES_1_341_CA_1_validation,1769,9.988847947507452e-06
HOBBIES_1_342_CA_1_validation,1770,7.451616537763973e-05
HOBBIES_1_343_CA_1_validation,1771,3.406453274406387e-05
HOBBIES_1_344_CA_1_validation,1772,5.342859748845732e-05
HOBBIES_1_345_CA_1_validation,1773,3.3637658900153294e-05
HOBBIES_1_346_CA_1_validation,1774,9.532626526828024e-06
HOBBIES_1_347_CA_1_validation,1775,2.6359459861478e-06
HOBBIES_1_348_CA_1_validation,1776,2.3691498337036906e-05
HOBBIES_1_349_CA_1_validation,1777,6.124038883202085e-05
HOBBIES_1_350_CA_1_validation,1778,3.1802101371337824e-06
HOBBIES_1_351_CA_1_validation,1779,2.9198170923483318e-05
HOBBIES_1_352_CA_1_validation,1780,1.4620429153937192e-05
HOBBIES_1_353_CA_1_validation,1781,3.3712361822837654e-05
HOBBIES_1_354_CA_1_validation,1782,0.0014162553597112607
HOBBIES_1_355_CA_1_validation,1783,2.1023536812595808e-05
HOBBIES_1_356_CA_1_validation,1784,3.53451542757956e-05
HOBBIES_1_357_CA_1_validation,1785,0.00010044341547215822
HOBBIES_1_358_CA_1_validation,1786,2.1199622273208925e-05
HOBBIES_1_359_CA_1_validation,1787,1.1765710322785218e-06
HOBBIES_1_360_CA_1_validation,1788,0.0
HOBBIES_1_361_CA_1_validation,1789,9.588653718841286e-05
HOBBIES_1_362_CA_1_validation,1790,2.019113281697019e-05
HOBBIES_1_363_CA_1_validation,1791,3.841864595195173e-06
HOBBIES_1_364_CA_1_validation,1792,5.455447725177146e-05
HOBBIES_1_365_CA_1_validation,1793,5.295903626015569e-06
HOBBIES_1_366_CA_1_validation,1794,9.532626526828025e-06
HOBBIES_1_367_CA_1_validation,1795,9.990448724422114e-05
HOBBIES_1_368_CA_1_validation,1796,1.5762316686397974e-05
HOBBIES_1_369_CA_1_validation,1797,5.9068668151125794e-05
HOBBIES_1_370_CA_1_validation,1798,1.6904204218858762e-05
HOBBIES_1_371_CA_1_validation,1799,3.9187018870990765e-05
HOBBIES_1_372_CA_1_validation,1800,3.920836256318629e-05
HOBBIES_1_373_CA_1_validation,1801,0.00016887129265102344
HOBBIES_1_374_CA_1_validation,1802,0.00015389869257586002
HOBBIES_1_375_CA_1_validation,1803,0.0
HOBBIES_1_376_CA_1_validation,1804,3.598546504166146e-05
HOBBIES_1_377_CA_1_validation,1805,2.6626256013922107e-05
HOBBIES_1_378_CA_1_validation,1806,5.791610877256725e-05
HOBBIES_1_379_CA_1_validation,1807,2.1514441733092966e-05
HOBBIES_1_380_CA_1_validation,1808,1.8416938403216862e-05
HOBBIES_1_381_CA_1_validation,1809,2.4278449872413946e-05
HOBBIES_1_382_CA_1_validation,1810,7.883826304723427e-06
HOBBIES_1_383_CA_1_validation,1811,2.4646628562786812e-05
HOBBIES_1_384_CA_1_validation,1812,8.520401924455076e-05
HOBBIES_1_385_CA_1_validation,1813,2.1279661118942158e-05
HOBBIES_1_386_CA_1_validation,1814,2.5014807253159685e-05
HOBBIES_1_387_CA_1_validation,1815,6.252634628680146e-05
HOBBIES_1_388_CA_1_validation,1816,3.3040035518678495e-05
HOBBIES_1_389_CA_1_validation,1817,3.512904939231587e-05
HOBBIES_1_390_CA_1_validation,1818,1.2518075472677606e-05
HOBBIES_1_391_CA_1_validation,1819,1.1386859786314584e-05
HOBBIES_1_392_CA_1_validation,1820,0.0001073534358204607
HOBBIES_1_393_CA_1_validation,1821,5.4066240292798734e-05
HOBBIES_1_394_CA_1_validation,1822,0.00013244828191935357
HOBBIES_1_395_CA_1_validation,1823,1.796071698253744e-05
HOBBIES_1_396_CA_1_validation,1824,0.0
HOBBIES_1_397_CA_1_validation,1825,3.9288401408919525e-05
HOBBIES_1_398_CA_1_validation,1826,1.87050782478565e-05
HOBBIES_1_399_CA_1_validation,1827,8.935003145353219e-06
HOBBIES_1_400_CA_1_validation,1828,1.8248856827177074e-06
HOBBIES_1_401_CA_1_validation,1829,1.0511768406297904e-05
HOBBIES_1_402_CA_1_validation,1830,5.303907510588892e-06
HOBBIES_1_403_CA_1_validation,1831,4.2356557162026794e-05
HOBBIES_1_404_CA_1_validation,1832,2.4715995562422282e-05
HOBBIES_1_405_CA_1_validation,1833,6.765950425982611e-06
HOBBIES_1_406_CA_1_validation,1834,1.035169071483144e-06
HOBBIES_1_407_CA_1_validation,1835,2.766142508540525e-05
HOBBIES_1_408_CA_1_validation,1836,6.08295227572569e-06
HOBBIES_1_409_CA_1_validation,1837,4.456562930426401e-05
HOBBIES_1_410_CA_1_validation,1838,0.0001621987208783962
HOBBIES_1_411_CA_1_validation,1839,4.647588975576384e-06
HOBBIES_1_412_CA_1_validation,1840,1.3206409545983407e-05
HOBBIES_1_413_CA_1_validation,1841,3.2415732521959276e-05
HOBBIES_1_414_CA_1_validation,1842,2.3115218647757626e-05
HOBBIES_1_415_CA_1_validation,1843,3.920836256318629e-05
HOBBIES_1_416_CA_1_validation,1844,5.0387121350594474e-05
HOBBIES_1_417_CA_1_validation,1845,0.0
HOBBIES_1_418_CA_1_validation,1846,1.2742184240730656e-05
HOBBIES_1_419_CA_1_validation,1847,7.977204958078868e-06
HOBBIES_1_420_CA_1_validation,1848,2.6033968555496185e-05
HOBBIES_1_421_CA_1_validation,1849,4.883436774336975e-05
HOBBIES_1_422_CA_1_validation,1850,5.794812431086054e-06
HOBBIES_1_423_CA_1_validation,1851,8.30269626406068e-05
HOBBIES_1_424_CA_1_validation,1852,1.5111334074434349e-05
HOBBIES_2_001_CA_1_validation,1853,1.0215624677084943e-05
HOBBIES_2_002_CA_1_validation,1854,1.960951720464203e-06
HOBBIES_2_003_CA_1_validation,1855,3.1535305218893715e-06
HOBBIES_2_004_CA_1_validation,1856,5.930878468832549e-06
HOBBIES_2_005_CA_1_validation,1857,8.348051609976177e-06
HOBBIES_2_006_CA_1_validation,1858,6.355084351218683e-06
